Experiment: Feb_23_T2_chemo_expt vial 14, Tue Feb 23 14:55:02 2021
0.0047,1626
0.0107,1626
0.0163,1622
0.022,1627
0.0273,1627
0.033,1623
0.0386,1627
0.044,1625
0.0496,1623
0.0553,1628
0.0609,1624
0.0662,1626
0.0719,1622
0.0775,1623
0.0829,1627
0.0885,1623
0.0942,1623
0.0995,1628
0.1052,1623
0.1108,1624
0.1164,1630
0.1218,1624
0.1274,1627
0.1331,1626
0.1385,1622
0.1441,1626
0.1497,1624
0.1551,1623
0.1607,1627
0.1664,1626
0.1717,1624
0.1774,1626
0.183,1627
0.1886,1621
0.194,1626
0.1997,1627
0.2051,1622
0.2108,1626
0.2162,1625
0.2219,1623
0.2275,1626
0.2332,1623
0.2385,1623
0.2442,1629
0.2498,1624
0.2552,1623
0.2608,1627
0.2664,1625
0.2718,1626
0.2774,1624
0.2831,1624
0.2884,1624
0.2941,1627
0.2997,1623
0.3051,1625
0.3107,1627
0.3164,1623
0.322,1625
0.3274,1627
0.333,1623
0.3386,1624
0.344,1625
0.3496,1623
0.3553,1626
0.3606,1625
0.3663,1624
0.3719,1626
0.3775,1626
0.3829,1621
0.3886,1627
0.3942,1624
0.3996,1622
0.4052,1626
0.4109,1623
0.4162,1622
0.4219,1628
0.4275,1624
0.4332,1624
0.4385,1628
0.4442,1623
0.4498,1624
0.4552,1629
0.4608,1623
0.4665,1625
0.4718,1628
0.4775,1623
0.4829,1627
0.4885,1629
0.4941,1623
0.4998,1628
0.5051,1627
0.5108,1622
0.5164,1629
0.522,1627
0.5274,1623
0.533,1626
0.5387,1626
0.544,1624
0.5497,1626
0.5553,1627
0.5607,1623
0.5663,1626
0.5719,1627
0.5776,1622
0.5829,1625
0.5886,1626
0.5942,1622
0.5996,1627
0.6052,1627
0.6108,1623
0.6162,1628
0.6217,1628
0.6274,1625
0.633,1626
0.6386,1626
0.644,1624
0.6496,1626
0.6553,1623
0.6609,1625
0.6663,1626
0.6719,1621
0.6773,1625
0.683,1626
0.6886,1622
0.694,1626
0.6996,1627
0.7051,1624
0.7108,1625
0.7165,1626
0.7218,1623
0.7275,1626
0.7329,1627
0.7386,1625
0.7442,1624
0.7496,1627
0.7552,1622
0.7608,1627
0.7664,1627
0.7718,1623
0.7774,1624
0.7831,1628
0.7886,1622
0.7942,1623
0.7996,1627
0.8052,1622
0.8108,1624
0.8164,1627
0.822,1625
0.8274,1625
0.8331,1627
0.8384,1623
0.8441,1627
0.8497,1627
0.8554,1625
0.8607,1625
0.8664,1624
0.872,1623
0.8773,1628
0.883,1622
0.8886,1625
0.894,1627
0.8996,1625
0.9053,1622
0.9106,1628
0.9163,1625
0.9219,1625
0.9273,1627
0.933,1623
0.9386,1625
0.9443,1627
0.9496,1623
0.9552,1625
0.9609,1626
0.9662,1621
0.9719,1624
0.9775,1628
0.9829,1621
0.9885,1626
0.9942,1624
0.9998,1623
1.0052,1627
1.0109,1625
1.0162,1623
1.0219,1628
1.0275,1624
1.0329,1623
1.0385,1628
1.0442,1622
1.0495,1624
1.0552,1628
1.0608,1625
1.0662,1625
1.0719,1626
1.0775,1625
1.0829,1628
1.0885,1627
1.0942,1624
1.0995,1627
1.1052,1626
1.1108,1624
1.1162,1626
1.1219,1624
1.1275,1624
1.1331,1627
1.1385,1626
1.1441,1625
1.1498,1627
1.1551,1622
1.1608,1624
1.1664,1628
1.1718,1622
1.1774,1624
1.1831,1629
1.1885,1626
1.1941,1621
1.1997,1628
1.2051,1626
1.2107,1623
1.2164,1627
1.222,1626
1.2274,1624
1.233,1628
1.2387,1626
1.244,1622
1.2497,1628
1.2553,1623
1.2607,1624
1.2663,1629
1.2719,1624
1.2776,1623
1.2829,1627
1.2886,1625
1.2942,1623
1.2996,1628
1.3052,1626
1.3109,1623
1.3165,1627
1.3219,1626
1.3275,1623
1.3329,1627
1.3385,1624
1.3442,1624
1.3498,1626
1.3552,1622
1.3608,1624
1.3664,1627
1.3718,1624
1.3774,1625
1.383,1625
1.3884,1626
1.394,1626
1.3997,1623
1.4053,1628
1.411,1626
1.4163,1623
1.422,1625
1.4273,1622
1.433,1625
1.4386,1626
1.4442,1622
1.4496,1624
1.4553,1627
1.4606,1624
1.4663,1627
1.4719,1625
1.4776,1622
1.4829,1627
1.4886,1628
1.4943,1622
1.4996,1626
1.5053,1627
1.5109,1622
1.5163,1626
1.5219,1625
1.5276,1623
1.5329,1626
1.5386,1624
1.544,1622
1.5496,1625
1.5552,1623
1.5609,1622
1.5665,1626
1.5719,1625
1.5775,1624
1.5832,1630
1.5885,1623
1.5942,1625
1.5995,1627
1.6052,1624
1.6108,1626
1.6165,1626
1.6218,1622
1.6275,1626
1.6328,1626
1.6385,1623
1.6441,1626
1.6497,1622
1.6554,1626
1.6607,1626
1.6664,1624
1.672,1626
1.6774,1625
1.683,1622
1.6887,1628
1.694,1624
1.6997,1627
1.7053,1627
1.7107,1622
1.7163,1627
1.722,1625
1.7276,1623
1.733,1625
1.7386,1627
1.7443,1622
1.7496,1626
1.7553,1625
1.7609,1622
1.7663,1626
1.7719,1626
1.7775,1623
1.7829,1625
1.7886,1628
1.7942,1622
1.7995,1626
1.8052,1627
1.8108,1622
1.8165,1625
1.8218,1626
1.8274,1624
1.8331,1628
1.8387,1624
1.8441,1624
1.8497,1628
1.8554,1624
1.8607,1624
1.8664,1627
1.8721,1624
1.8774,1625
1.8831,1629
1.8885,1623
1.8941,1627
1.8998,1624
1.9052,1622
1.9108,1627
1.9165,1623
1.9218,1626
1.9275,1629
1.9329,1622
1.9385,1624
1.9442,1628
1.9495,1622
1.9552,1623
1.9609,1627
1.9662,1623
1.9719,1627
1.9775,1624
1.9832,1623
1.9885,1628
1.9942,1625
1.9998,1624
2.0052,1629
2.0109,1623
2.0165,1624
2.0218,1627
2.0275,1624
2.0331,1625
2.0386,1631
2.0442,1625
2.0499,1624
2.0552,1625
2.0609,1622
2.0663,1626
2.0719,1625
2.0776,1623
2.083,1629
2.0886,1624
2.0943,1623
2.0997,1628
2.1053,1625
2.111,1625
2.1164,1626
2.122,1624
2.1276,1624
2.1331,1628
2.1387,1623
2.1441,1625
2.1497,1627
2.1554,1622
2.1607,1623
2.1664,1627
2.172,1622
2.1774,1626
2.1831,1628
2.1887,1622
2.1941,1626
2.1997,1627
2.2051,1620
2.2108,1626
2.2164,1629
2.2221,1621
2.2274,1624
2.2331,1630
2.2388,1625
2.2441,1624
2.2498,1626
2.2552,1624
2.2608,1624
2.2664,1626
2.2721,1624
2.2775,1624
2.2831,1628
2.2887,1625
2.2941,1627
2.2998,1626
2.3052,1624
2.3108,1628
2.3165,1625
2.3221,1623
2.3275,1627
2.3331,1627
2.3387,1623
2.3441,1626
2.3498,1625
2.3554,1623
2.3608,1628
2.3665,1625
2.3719,1625
2.3775,1625
2.3829,1624
2.3885,1624
2.3941,1627
2.3998,1624
2.4054,1625
2.4108,1626
2.4165,1622
2.4219,1627
2.4275,1623
2.4332,1624
2.4386,1627
2.4442,1624
2.4497,1624
2.4553,1628
2.461,1621
2.4663,1629
2.472,1627
2.4775,1622
2.4832,1629
2.4885,1626
2.4942,1622
2.4998,1626
2.5052,1627
2.5108,1624
2.5165,1626
2.5218,1627
2.5275,1625
2.5331,1626
2.5388,1626
2.5441,1623
2.5498,1628
2.5554,1625
2.5608,1625
2.5665,1627
2.5721,1624
2.5775,1626
2.5831,1625
2.5886,1624
2.5942,1623
2.5999,1624
2.6052,1626
2.6109,1627
2.6165,1624
2.6219,1627
2.6276,1626
2.6332,1625
2.6386,1628
2.6442,1625
2.6499,1625
2.6553,1627
2.6609,1624
2.6665,1626
2.6719,1626
2.6775,1624
2.6832,1626
2.6886,1625
2.6942,1624
2.6999,1628
2.7052,1624
2.7109,1625
2.7163,1626
2.7219,1625
2.7276,1626
2.7332,1626
2.7386,1623
2.7442,1628
2.7496,1626
2.7553,1624
2.7609,1629
2.7663,1626
2.7719,1623
2.7776,1628
2.783,1625
2.7886,1622
2.7943,1627
2.7996,1627
2.8053,1625
2.811,1626
2.8163,1628
2.822,1625
2.8276,1623
2.833,1627
2.8387,1624
2.8443,1627
2.8497,1624
2.8553,1625
2.861,1628
2.8664,1625
2.872,1627
2.8777,1626
2.8831,1624
2.8887,1626
2.8941,1626
2.8998,1625
2.9054,1626
2.9108,1626
2.9165,1625
2.9219,1626
2.9275,1623
2.9332,1624
2.9388,1626
2.9442,1626
2.9498,1626
2.9552,1628
2.9609,1622
2.9666,1627
2.972,1628
2.9776,1623
2.983,1626
2.9886,1625
2.9943,1622
2.9996,1629
3.0054,1627
3.011,1624
3.0164,1626
3.022,1627
3.0276,1622
3.0332,1627
3.0386,1624
3.0442,1625
3.0499,1627
3.0553,1624
3.0609,1625
3.0666,1628
3.0719,1624
3.0776,1625
3.0832,1627
3.0886,1624
3.0943,1626
3.0996,1626
3.1053,1623
3.111,1629
3.1164,1627
3.122,1624
3.1276,1626
3.133,1626
3.1387,1623
3.1441,1625
3.1497,1625
3.1554,1627
3.161,1627
3.1665,1626
3.1718,1626
3.1775,1628
3.1831,1625
3.1888,1624
3.1941,1627
3.1998,1624
3.2054,1625
3.2108,1625
3.2165,1624
3.2221,1626
3.2275,1624
3.2332,1625
3.2386,1626
3.2442,1623
3.2499,1627
3.2552,1627
3.2609,1626
3.2665,1626
3.2722,1626
3.2776,1621
3.2832,1628
3.2886,1626
3.2942,1622
3.2999,1630
3.3053,1625
3.3109,1624
3.3166,1626
3.3219,1626
3.3276,1625
3.3332,1626
3.3386,1625
3.3443,1623
3.3499,1624
3.3553,1623
3.3609,1625
3.3666,1624
3.372,1624
3.3776,1628
3.3832,1623
3.3886,1628
3.3943,1626
3.3999,1623
3.4053,1629
3.4109,1626
3.4165,1623
3.422,1627
3.4276,1624
3.433,1626
3.4386,1627
3.4443,1624
3.4499,1627
3.4553,1627
3.4609,1623
3.4666,1625
3.472,1627
3.4776,1625
3.4833,1625
3.4886,1623
3.4943,1627
3.4997,1626
3.5053,1622
3.5109,1627
3.5166,1625
3.5219,1625
3.5276,1625
3.5332,1627
3.5387,1626
3.5443,1624
3.5499,1629
3.5553,1624
3.561,1624
3.5663,1624
3.572,1625
3.5776,1625
3.5832,1627
3.5886,1625
3.5942,1626
3.5999,1628
3.6053,1623
3.6109,1627
3.6165,1626
3.6219,1623
3.6276,1627
3.6332,1624
3.6386,1624
3.6443,1626
3.6499,1626
3.6553,1623
3.6609,1628
3.6666,1625
3.672,1625
3.6776,1628
3.6833,1624
3.6886,1626
3.6943,1625
3.6997,1624
3.7053,1628
3.711,1626
3.7164,1623
3.722,1630
3.7277,1626
3.7331,1624
3.7387,1628
3.7443,1627
3.7497,1625
3.7553,1625
3.761,1624
3.7664,1625
3.772,1625
3.7777,1622
3.7831,1626
3.7888,1625
3.7942,1626
3.7998,1626
3.8052,1625
3.8108,1628
3.8165,1623
3.8221,1626
3.8275,1628
3.8332,1625
3.8388,1626
3.8442,1626
3.8498,1624
3.8555,1627
3.8611,1627
3.8664,1624
3.8721,1627
3.8775,1627
3.8831,1623
3.8888,1626
3.8941,1625
3.8998,1624
3.9055,1627
3.9109,1624
3.9165,1625
3.9221,1627
3.9275,1625
3.9331,1627
3.9386,1624
3.9442,1624
3.9498,1627
3.9555,1621
3.9609,1628
3.9665,1627
3.9722,1624
3.9776,1627
3.9833,1626
3.9886,1624
3.9942,1628
3.9999,1627
4.0053,1622
4.0109,1626
4.0166,1626
4.022,1622
4.0276,1626
4.0333,1624
4.0386,1623
4.0443,1627
4.0497,1626
4.0553,1622
4.061,1625
4.0663,1627
4.072,1624
4.0776,1625
4.083,1626
4.0887,1622
4.0943,1626
4.0997,1628
4.1054,1625
4.111,1626
4.1164,1627
4.1221,1623
4.1274,1626
4.1331,1625
4.1386,1626
4.1442,1627
4.1499,1625
4.1553,1628
4.161,1627
4.1664,1624
4.1721,1629
4.1777,1626
4.1831,1625
4.1888,1625
4.1942,1625
4.1999,1626
4.2055,1627
4.2109,1625
4.2166,1625
4.2219,1626
4.2276,1626
4.2333,1624
4.2386,1623
